贴吧名,帖子标题,ID,内容,发布时间
调研问卷吧,您支持离婚冷静期吗,小研童鞋,"5月28日，《中华人民共和国民法典》通过，并自2021年1月1日起施行。其中，全网讨论热度最高的条文是：是否应该设立&quot;离婚冷静期&quot;？
双方说的好像都有道理，您是怎么想的呢？您支持“离婚冷静期”吗？
欢迎参加我们的讨论，识别以下二维码关注即可填写。",2020-06-05 17:55
调研问卷吧,您支持离婚冷静期吗,贴吧用户_04WaWtU,支持~~~~,2020-06-11 09:34
