贴吧名,帖子标题,ID,内容,发布时间
杨超越吧,我到底要何去何从？离不离？,贴吧用户_0DJ2R71,结婚九年了，两个孩子，刚结婚的时候我经常也不归家晚晚跟朋友通宵熬夜打游戏，孩子一直需要父母照顾，后面我开始成熟起来进工地好好工作，每月都打钱回家。本来日子照这样发展下去会是一个美满幸福家庭。她总喜欢出去玩经常半夜三更才回家，要么就是不回家，你问她她就说喝多了在友女家睡了。后面给她一个人在家带两孩子，从孩子哪里听到了不少闲言碎语，吵了一架办离婚手续到了冷静期后面两家父母约谈说两个人都要改好过日子。一年多下来每次想行房事她都会有各种各样的理由就是不让碰。好几次她手里有钱就出去睡觉。五一假期一起带孩子出去玩我开了三天她一次都不来住，回家给孩子过生日还得转钱给她才肯回家。我不知道我是怎么坚持下来的，现在想想自己真窝浪。现在她又开始问我要孩子的生活费了，我很纠结很矛盾,2023-05-05 10:48
杨超越吧,我到底要何去何从？离不离？,21129688ㅤ,暖贴,2023-05-05 10:51
杨超越吧,我到底要何去何从？离不离？,贴吧用户_0DJ2R71,最后离婚了,2023-07-15 10:02
杨超越吧,我到底要何去何从？离不离？,贴吧用户_0DJ2R71,自由自在了,2023-07-15 12:33
