贴吧名,帖子标题,ID,内容,发布时间
离婚吧,离婚分居冷静期他回来说我们根本就没有共同语言回来没有家的,1下雨天晴,离婚分居冷静期。他回来说我们根本就没有共同语言，回来没有家的感觉，你一直把我防着的。你的银行卡密码手机密码我都不知道，你猜疑，多疑，不信任我受够了，他这样说是因为外遇而找的种种借口和理由吗。还是真的对我死心了？请过来人帮我分析仔细一下。我们已经离了一个多月了。解脱了,2020-08-12 23:09
离婚吧,离婚分居冷静期他回来说我们根本就没有共同语言回来没有家的,心外之人,如果一个男人连一个心爱女人的银行卡手机密码都不知道。我们是该责备这个男的傻还是责备这个女的心思深？凡事都有两面。既然离婚了，往事如烟,2020-08-12 23:17
离婚吧,离婚分居冷静期他回来说我们根本就没有共同语言回来没有家的,快乐的秘密,忘了吧！新的生活不要这样,2020-08-12 23:43
离婚吧,离婚分居冷静期他回来说我们根本就没有共同语言回来没有家的,正牌中国钢铁侠,"我觉得男的是解脱了
祝福他",2020-08-12 23:56
离婚吧,离婚分居冷静期他回来说我们根本就没有共同语言回来没有家的,守望,如果我老婆这样，我也会离。你这种类型女人太不讨喜了。,2020-08-13 00:53
离婚吧,离婚分居冷静期他回来说我们根本就没有共同语言回来没有家的,黑色眼睛e,女人太自私了，感觉自己很孤单，还是离婚单身好，就是对孩子不好,2020-08-13 05:41
离婚吧,离婚分居冷静期他回来说我们根本就没有共同语言回来没有家的,贴吧用户_5Je4CWC,我的一切密码，一切事情她都知道，她的大部分事情我从不知道，问了也不说。8年多的婚姻，就今年两个月的时间，她就爱上了一个老男人。说跟我一点感情都没有。我那么爱她，那么宠她。可是我能给她最后的爱就是给她自由，给她想要的幸福。,2020-08-13 09:41
